scenario_id,family,source_family,source_direction,direction,signal_ts_ns,signal_day_utc,signal_hour_utc,submission_ts_ns,reference_entry_price,expected_entry_price,entry_execution_mode,entry_order_type,entry_expiry_ts_ns,entry_client_order_id,stop_price,target_price,target_reason,liquidity_level,atr_at_signal,quantity,equity_before_entry,planned_loss_budget,loss_per_unit,net_rr_at_submission,fee_rate_per_fill,sac_entry_confirmation,failed_acceptance_trap,favorable_drift_guard_enabled,causal_exit_reason_codes,causal_exit_open_position,actual_entry_price,opened_ts_ns,opened_bar_index,forced_exit_reason,causal_context_invalidation_reason,path_observations,mfe_price,mae_price,mfe_price_distance,mae_price_distance,mfe_stop_units,mae_stop_units,mfe_atr,mae_atr,mfe_close_net_r_after_cost,mfe_intrabar_net_r_after_cost,first_close_half_r_ts_ns,first_close_one_r_ts_ns,actual_exit_price,closed_ts_ns,closed_day_utc,closed_hour_utc,duration_minutes,realized_pnl_after_cost,realized_return,realized_r_multiple,outcome
CIRB-1708964700000000000-000010:ENTRY,CIRB_D_R,CIRB_D_R,LONG,LONG,1708964760000000000,2024-02-26,16,1708964760000000000,53315.8,53315.8,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-162600-001-000-1,53139.2,53688.5,PRE_SHOCK_FAST_RANGE_LIQUIDITY,53150.5,141.66000000000022,11.935,100000.0,3000.0,251.3512770399994,1.1839883747741544,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,53315.9,1708964760000000000,985,CAUSAL_CONTEXT_INVALIDATION_DELEVERAGING_REVERSAL_THESIS_INVALIDATED,DELEVERAGING_REVERSAL_THESIS_INVALIDATED,7,53387.1,53143.8,71.19999999999709,172.09999999999854,0.4029428409733748,0.9739671760044951,0.5026118876182195,1.2148807002682358,-0.10334735636081419,-0.014689004342776316,,,53146.0,1708965120000000000,2024-02-26,16,6.0,-2917.19244355,-0.003186666641658519,-0.9723974811833334,CAUSAL_CONTEXT_INVALIDATION_DELEVERAGING_REVERSAL_THESIS_INVALIDATED
CIRB-1708970700000000000-000014:ENTRY,CIRB_D_R,CIRB_D_R,SHORT,SHORT,1708970760000000000,2024-02-26,18,1708970760000000000,53569.5,53569.5,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-180600-001-000-5,53678.1,53373.0,PRE_SHOCK_FAST_RANGE_LIQUIDITY,53674.0,51.21000000000058,15.839,97082.80755645,2912.4842266935,183.87011775999935,0.6604675706930947,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,53569.4,1708970760000000000,1085,,,32,53326.8,53674.0,242.59999999999854,104.59999999999854,2.2318307267709754,0.9622815087396628,4.737355985159066,2.0425698105838186,0.828639377926953,0.9113642936734645,1.70897262e+18,,53373.100000000006,1708972620000000000,2024-02-26,18,31.0,1923.49211975,0.0036644054254853634,0.6604300555933694,OTHER_EXIT
CIRB-1708978200000000000-000017:ENTRY,CIRB_D_R,CIRB_D_R,SHORT,SHORT,1708978260000000000,2024-02-26,20,1708978260000000000,54769.1,54769.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240226-201100-001-000-8,54999.299999999996,54338.2,PRE_SHOCK_FAST_RANGE_LIQUIDITY,54991.8,93.33000000000065,9.668,99006.2996762,2970.188990286,307.2042564800019,1.1533853536403293,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,54769.0,1708978260000000000,1210,,,18,54322.6,54973.6,446.40000000000146,204.59999999999854,1.9383412939644373,0.8884064264003579,4.7830279652844565,2.192221150755353,1.0947518561543577,1.203876157959669,1.70897862e+18,1.70897892e+18,54338.3,1708979280000000000,2024-02-26,20,17.0,3425.61303652,0.00786393762895063,1.1533316727398373,OTHER_EXIT
CIRB-1708998600000000000-000019:ENTRY,CIRB_D_C,CIRB_D_C,LONG,LONG,1708998900000000000,2024-02-27,1,1708998900000000000,55772.8,55772.8,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-015500-001-000-11,55363.4,56412.1,DELEVERAGING_RANGE_EXTENSION,55808.0,86.31000000000022,6.304,102431.91271272,3072.9573813816,487.40013663999656,1.150123949214342,0.0007,,False,True,"('DELEVERAGING_CONTINUATION_THESIS_INVALIDATED',)",True,55772.899999999994,1708998900000000000,1554,,,13,56605.8,55494.1,832.9000000000087,278.79999999999563,2.0339438339438916,0.6808302808302823,9.650098482215348,3.2302166608735363,1.2011752890262968,1.5470551879573105,1.70899962e+18,1.70899962e+18,56412.0,1708999620000000000,2024-02-27,2,12.0,3533.83687328,0.01145897021671826,1.1499791356335665,TARGET
CIRB-1709037900000000000-000022:ENTRY,CIRB_D_R,CIRB_D_R,SHORT,SHORT,1709038140000000000,2024-02-27,12,1709038140000000000,57265.6,57265.6,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-124900-001-000-14,57505.0,56870.0,PRE_SHOCK_DEALING_RANGE_EQUILIBRIUM,57494.3,133.12999999999994,9.937,105965.749586,3178.9724875800002,319.88978528000297,0.9862930750471873,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,57265.5,1709038140000000000,2208,,,11,56808.1,57342.8,457.40000000000146,77.30000000000291,1.909812108559505,0.3227557411273608,3.4357395027416935,0.5806354690903849,1.1264397820161558,1.1796202859985176,1.70903868e+18,1.70903874e+18,56870.1,1709038740000000000,2024-02-27,12,10.0,3135.17397996,0.006904680828771275,0.9862224326284302,TARGET
CIRB-1709050200000000000-000024:ENTRY,CIRB_D_R,CIRB_D_R,LONG,LONG,1709050560000000000,2024-02-27,16,1709050560000000000,56614.1,56614.1,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-161600-001-000-17,56223.6,56977.9,PRE_SHOCK_DEALING_RANGE_EQUILIBRIUM,56231.0,92.16499999999978,6.968,109100.92356596,3273.0277069788,469.6596087600003,0.6048755198473388,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,56614.2,1709050560000000000,2415,,,7,56985.8,56511.3,371.6000000000058,102.89999999999418,0.9513568868407762,0.2634408602150398,4.031899311018355,1.1164758856398245,0.4052959131456222,0.6214713689572542,,,56977.8,1709050920000000000,2024-02-27,16,6.0,1979.5084608,0.0064224169907904,0.6047942877413661,TARGET
CIRB-1709063700000000000-000027:ENTRY,CIRB_D_R,CIRB_D_R,SHORT,SHORT,1709063820000000000,2024-02-27,19,1709063820000000000,57446.3,57446.3,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-195700-001-000-20,57686.8,57168.700000000004,PRE_SHOCK_FAST_RANGE_LIQUIDITY,57679.5,91.57500000000036,10.371,111080.43202676,3332.4129608027997,321.319188199998,0.6136250408963503,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,57446.2,1709063820000000000,2636,,,8,57152.6,57542.2,293.59999999999854,96.0,1.2202826267663818,0.3990024937655764,3.206115206115178,1.0483210483210441,0.5986766027812243,0.6634550559965591,1.70906418e+18,,57168.8,1709064240000000000,2024-02-27,20,7.0,2044.8448845,0.004828865965024565,0.6136228938466809,TARGET
CIRB-1709121300000000000-000036:ENTRY,CIRB_D_R,CIRB_D_R,LONG,LONG,1709121540000000000,2024-02-28,11,1709121540000000000,59061.6,59061.6,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-115900-001-000-23,58545.8,59588.99999999999,PRE_SHOCK_FAST_RANGE_LIQUIDITY,58555.2,117.63999999999979,5.671,113125.27691126,3393.7583073378,598.3363721600037,0.7422991492170742,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,59061.7,1709121540000000000,3598,TIMEOUT,,46,59488.8,58893.8,427.1000000000058,167.89999999999418,0.8278736189184157,0.3254506687342432,3.6305678340701,1.4272356341380015,0.5181673627507566,0.5747847966495309,1.70912382e+18,,59410.8,1709124240000000000,2024-02-28,12,45.0,1509.44581675,0.005910767891882655,0.4447711593033476,TIMEOUT
CIRB-1709139900000000000-000043:ENTRY,CIRB_D_R,CIRB_D_R,SHORT,SHORT,1709140260000000000,2024-02-28,17,1709140260000000000,62643.7,62643.7,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-171100-001-000-27,63112.99999999999,61694.200000000004,PRE_SHOCK_DEALING_RANGE_EQUILIBRIUM,63100.0,162.81000000000057,6.168,114634.72272801,3439.0416818403,557.5545073600022,1.5465097288564347,0.0007,,False,True,"('DELEVERAGING_REVERSAL_THESIS_INVALIDATED',)",True,62643.6,1709140260000000000,3910,,,3,62516.9,63400.0,126.69999999999709,756.4000000000015,0.2699190455901122,1.6114188325522174,0.7782077267980876,4.645906271113561,-0.15783409305877594,0.06974681306788914,,,63113.100000000006,1709140380000000000,2024-02-28,17,2.0,-3438.84312792,-0.007494779993487081,-0.9999422647531874,STOP
CIRB-1709144100000000000-000045:ENTRY,CIRB_D_C,CIRB_D_C,SHORT,SHORT,1709144400000000000,2024-02-28,18,1709144400000000000,60274.9,60274.9,MARKET_AFTER_DEFENSE,MARKET,,O-20240228-182000-001-000-30,60921.7,59659.80000000001,DELEVERAGING_RANGE_EXTENSION,60100.0,290.91500000000013,4.558,111195.87960009,3335.8763880027,731.8108012399961,0.7255231941102162,0.0007,,False,True,"('DELEVERAGING_CONTINUATION_THESIS_INVALIDATED',)",True,60274.8,1709144400000000000,3979,,,5,59385.8,60555.9,889.0,281.09999999999854,1.3742464059360149,0.4345339310558063,3.0558754275303768,0.9662616228107812,0.968925914728973,1.1000624459709079,1.70914452e+18,,59659.9,1709144640000000000,2024-02-28,18,4.0,2420.05054618,0.010201609959717849,0.725461697227026,TARGET
