acceptance_range_fraction,accepted_last15,adx,atr,bars_held,breadth,causal_episode_id,cont_120m,cont_15m,cont_240m,cont_30m,cont_480m,cont_60m,cont_720m,delayed_cont_120m,delayed_cont_15m,delayed_cont_240m,delayed_cont_30m,delayed_cont_480m,delayed_cont_60m,delayed_cont_720m,delayed_entry_price,delayed_entry_time,delayed_rev_120m,delayed_rev_15m,delayed_rev_240m,delayed_rev_30m,delayed_rev_480m,delayed_rev_60m,delayed_rev_720m,entry_mode,entry_price,entry_price_geometry,entry_time,entry_time_geometry,event_id,event_time,exit_price_geometry,exit_time_geometry,family,family_priority,gross_fraction,hold_min,impulse_atr,impulse_body_fraction,impulse_breadth,last15_aligned_return,mae_12h,mae_fraction,mfe_12h,mfe_fraction,net_fraction,oi_abs_baseline,oi_change_1h,oi_material,oi_mode,outcome,period_label,planned_loss_fraction,premium_aligned,premium_change_1h,price_risk_fraction,r_multiple,rev_120m,rev_15m,rev_240m,rev_30m,rev_480m,rev_60m,rev_720m,side,split,state,stop_mode,stop_price,symbol,taker_1h,taker_aligned,target_mode,target_price,transition15,volume_ratio,market_episode_id,policy_r,policy_net,policy_exit_time,policy_exit_reason,rejection_exit_applied,policy_rejection_reason,policy
0.0061994574878442,True,38.38209733863748,561.1557438282449,275,4,BTCUSDT:2024-08-01T15:59:59.999000+00:00,-0.0068274477442498,-0.0041768974410345,-0.0100154221641337,-0.0018268594397433,-0.0406390567411747,-0.0018586596833331,-0.0290494579648479,-0.0059151786762443,0.0004446993613153,-0.0094544373197451,0.0031098515446778,-0.039615076194797,0.0042822012253355,-0.0260592872621587,63035.8,2024-08-01 16:15:59.999000+00:00,0.0021151786762443,-0.0042446993613153,0.0056544373197451,-0.0069098515446778,0.035815076194797,-0.0080822012253355,0.0222592872621587,direct,62892.6,62892.6,2024-08-01 16:00:59.999000+00:00,2024-08-01 16:00:59.999000+00:00,BTCUSDT:public_vectorized_no_ema:2024-08-01T15:59:59.999000+00:00,2024-08-01 15:59:59.999000+00:00,63918.1,2024-08-01 20:35:59.999000+00:00,public_vectorized_no_ema,0,-0.0163055749007037,480,1.827478398428153,0.0163055749007037,4,0.000479953212508,-0.043842995837348,-0.043842995837348,0.0098803356833713,0.0098803356833713,-0.0182055749007037,0.004401294543582,-0.0107178231390641,True,UNWIND,STOP,untouched_shock_2024_08,0.0182055749007037,True,-1.2510000000000028e-05,0.0163055749007037,-0.999999999999999,0.0030274477442498,0.0003768974410345,0.0062154221641337,-0.0019731405602566,0.0368390567411747,-0.0019413403166668,0.0252494579648479,-1,untouched,FORCED_UNWIND_ACCEPTED,impulse_origin,63918.1,BTCUSDT,-0.0541300178992231,True,two_r,60841.6,REJECTED_15,5.630201719143322,untouched_shock_2024_08:-1:000,-0.999999999999999,-0.0182055749007037,2024-08-01 20:35:59.999000+00:00,STOP,False,GLOBAL_SLOT_OCCUPIED,actual_exit_only
0.1162213052361685,True,34.51375563104937,0.0678627802502952,16,4,XRPUSDT:2025-10-10T20:59:59.999000+00:00,0.0564309963543129,0.0807088698369458,0.0428097472056408,0.2193251111734305,0.0199340611353711,0.0660059332558792,0.0034683746644767,-0.0273159570286913,0.1491983012358617,-0.0313772697497709,-0.0010265994148217,-0.0682784444735577,-0.0153940390410063,-0.0862268264989738,2.2899,2025-10-10 21:15:59.999000+00:00,0.0235159570286913,-0.1529983012358617,0.0275772697497709,-0.0027734005851782,0.0644784444735577,0.0115940390410063,0.0824268264989738,direct,2.4961,2.4961,2025-10-10 21:00:59.999000+00:00,2025-10-10 21:00:59.999000+00:00,XRPUSDT:public_vectorized_no_ema:2025-10-10T20:59:59.999000+00:00,2025-10-10 20:59:59.999000+00:00,2.137900000000001,2025-10-10 21:16:59.999000+00:00,public_vectorized_no_ema,0,0.143503866031008,480,2.637675605682559,0.071711870518008,4,0.0730439303353261,-0.0212331236729297,-0.0212331236729297,0.5275830295260606,0.5275830295260606,0.141603866031008,0.0040084216488196,-0.0953693176614862,True,UNWIND,TARGET,untouched_cascade_2025_10,0.073651933015504,False,0.00213666,0.071751933015504,1.922608955846412,-0.0602309963543129,-0.0845088698369458,-0.0466097472056408,-0.2231251111734306,-0.0237340611353711,-0.0698059332558792,-0.0072683746644767,-1,untouched,FORCED_UNWIND_ACCEPTED,impulse_origin,2.6752,XRPUSDT,-0.0880057811284779,True,two_r,2.137900000000001,PERSISTENT_15,7.492167763705058,untouched_cascade_2025_10:-1:003,1.922608955846412,0.141603866031008,2025-10-10 21:16:59.999000+00:00,TARGET,False,GLOBAL_SLOT_OCCUPIED,actual_exit_only
0.0055538288299764,True,40.390894241809896,253.46807644205205,480,3,BTCUSDT:2022-11-08T04:59:59.999000+00:00,-0.0093339782228767,0.0026653492033567,-0.0067353977611446,0.0032665893886201,-0.0063124915291372,-0.005201725763142,-0.0394622258115468,-0.0120604688659688,-0.0012960023545671,-0.0118915542702122,-0.0092503442274716,-0.0101768151920764,-0.0093680725820899,-0.0303902618176232,19536.5,2022-11-08 05:15:59.999000+00:00,0.0082604688659688,-0.0025039976454328,0.0080915542702122,0.0054503442274716,0.0063768151920764,0.0055680725820899,0.0265902618176232,direct,19626.1,19626.1,2022-11-08 05:00:59.999000+00:00,2022-11-08 05:00:59.999000+00:00,BTCUSDT:public_vectorized_no_ema:2022-11-08T04:59:59.999000+00:00,2022-11-08 04:59:59.999000+00:00,19712.7,2022-11-08 13:00:59.999000+00:00,public_vectorized_no_ema,0,-0.0044124915291372,480,2.030235946173074,0.0262201863844573,3,0.0007942326490713,-0.0539536637436883,-0.0111535149622188,0.021710884994981,0.014832289655102,-0.0063124915291372,0.0043612456342341,-0.029705569131643,True,UNWIND,TIME,dev_ftx_2022_11,0.0281150911286501,True,-0.0001595099999999,0.0262150911286501,-0.224523246261316,0.0055339782228767,-0.0064653492033567,0.0029353977611446,-0.0070665893886201,0.0025124915291372,0.001401725763142,0.0356622258115468,-1,development,FORCED_UNWIND_ACCEPTED,impulse_origin,20140.6,BTCUSDT,-0.1556425527090088,True,two_r,18597.1,PERSISTENT_15,6.47569421778602,dev_ftx_2022_11:-1:002,-0.224523246261316,-0.0063124915291372,2022-11-08 13:00:59.999000+00:00,TIME,False,GLOBAL_SLOT_OCCUPIED,episode_locked_actual_exit
0.0182761175598913,True,46.86862909359106,0.0140594260806921,31,4,XRPUSDT:2022-11-08T18:59:59.999000+00:00,0.0230444307236355,0.0067441096567053,0.0119305754507285,0.0662649790071621,0.0470009632007902,0.0279839219560385,0.0400856754754259,-0.0026473841554559,0.0581398604882909,-0.0061351768809167,0.0464308420528151,0.0529081714000995,0.0205215246636769,0.0255040857000497,0.4014,2022-11-08 19:15:59.999000+00:00,-0.001152615844544,-0.0619398604882909,0.0023351768809167,-0.0502308420528151,-0.0567081714000995,-0.0243215246636769,-0.0293040857000497,direct,0.4049,0.4049,2022-11-08 19:00:59.999000+00:00,2022-11-08 19:00:59.999000+00:00,XRPUSDT:public_vectorized_no_ema:2022-11-08T18:59:59.999000+00:00,2022-11-08 18:59:59.999000+00:00,0.3545,2022-11-08 19:31:59.999000+00:00,public_vectorized_no_ema,0,0.1244751790565571,480,1.7923917985960471,0.0622375895282785,4,0.0114746093750001,-0.0153124228204495,-0.0153124228204495,0.1869597431464559,0.1869597431464559,0.1225751790565571,0.0102280186577345,-0.1238773686534848,True,UNWIND,TARGET,dev_ftx_2022_11,0.0641375895282786,False,8.993e-05,0.0622375895282785,1.9111285590568243,-0.0268444307236355,-0.0105441096567053,-0.0157305754507285,-0.0700649790071621,-0.0508009632007902,-0.0317839219560385,-0.0438856754754259,-1,development,FORCED_UNWIND_ACCEPTED,impulse_origin,0.4301,XRPUSDT,-0.1034084687595345,True,two_r,0.3545,PERSISTENT_15,4.246411496556182,dev_ftx_2022_11:-1:003,1.9111285590568243,0.1225751790565571,2022-11-08 19:31:59.999000+00:00,TARGET,False,GLOBAL_SLOT_OCCUPIED,episode_locked_actual_exit
0.0362621641146224,True,42.375015198309725,22.58860342959264,480,4,ETHUSDT:2023-03-09T20:59:59.999000+00:00,-0.0159586710483447,-0.0166669164412085,-0.0114046531722309,-0.0216458815530404,-0.0041097256257347,-0.0155549711744125,0.0017332988653909,-0.0042729925529911,-0.0068065110728019,0.0056656586101242,-0.0051942720147404,0.0118145010783156,-0.0107079900055138,0.0184798183962757,1432.79,2023-03-09 21:15:59.999000+00:00,0.0004729925529911,0.0030065110728019,-0.0094656586101242,0.0013942720147404,-0.0156145010783156,0.0069079900055138,-0.0222798183962757,direct,1411.94,1411.94,2023-03-09 21:00:59.999000+00:00,2023-03-09 21:00:59.999000+00:00,ETHUSDT:public_vectorized_no_ema:2023-03-09T20:59:59.999000+00:00,2023-03-09 20:59:59.999000+00:00,1415.06,2023-03-10 05:00:59.999000+00:00,public_vectorized_no_ema,0,-0.0022097256257347,480,3.359216085957391,0.0537416604104989,4,0.0245867097745814,-0.0252631131634488,-0.0252631131634488,0.0164312931144383,0.0022805501650211,-0.0041097256257347,0.0043550173257855,-0.0525956526865876,True,UNWIND,TIME,confirm_recovery_2023_03,0.0556416604104989,False,0.00473035,0.0537416604104989,-0.073860585672948,0.0121586710483447,0.0128669164412085,0.0076046531722309,0.0178458815530404,0.0003097256257347,0.0117549711744125,-0.0055332988653909,-1,confirmation,FORCED_UNWIND_ACCEPTED,impulse_origin,1487.82,ETHUSDT,-0.0797401923240631,True,two_r,1260.1800000000003,MIXED_15,7.929741957283943,confirm_recovery_2023_03:-1:002,-0.073860585672948,-0.0041097256257347,2023-03-10 05:00:59.999000+00:00,TIME,False,CAUSAL_EPISODE_REPEAT,episode_locked_actual_exit
0.0400923070348501,True,26.49185692362948,2.792898879688087,368,4,SOLUSDT:2024-03-11T00:59:59.999000+00:00,0.0068819887322739,-0.0026051231828831,-0.0034170832116579,0.003342127905072,-0.0657955562994565,0.010037236914267,-0.065154535224108,-0.0027754448398575,0.0040430604982206,-0.0125476868327403,0.0171106761565835,-0.066255871886121,0.0044843416370106,-0.062391103202847,140.5,2024-03-11 01:15:59.999000+00:00,-0.0010245551601424,-0.0078430604982206,0.0087476868327403,-0.0209106761565835,0.062455871886121,-0.0082843416370106,0.058591103202847,direct,140.401,140.401,2024-03-11 01:00:59.999000+00:00,2024-03-11 01:00:59.999000+00:00,SOLUSDT:public_vectorized_no_ema:2024-03-11T00:59:59.999000+00:00,2024-03-11 00:59:59.999000+00:00,144.497,2024-03-11 07:08:59.999000+00:00,public_vectorized_no_ema,0,-0.029173581384748,480,1.4665765487569131,0.0291735813847479,4,0.0066294980826103,-0.0727274022264796,-0.0727274022264796,0.02301265660501,0.02301265660501,-0.031073581384748,0.0060531668594574,-0.0510221997084059,True,UNWIND,STOP,untouched_bull_2024_03,0.0310735813847479,False,0.00020548,0.0291735813847479,-1.0000000000000009,-0.0106819887322739,-0.0011948768171168,-0.000382916788342,-0.007142127905072,0.0619955562994565,-0.013837236914267,0.061354535224108,-1,untouched,FORCED_UNWIND_ACCEPTED,impulse_origin,144.497,SOLUSDT,-0.2141046985154074,True,two_r,132.209,MIXED_15,4.158355684823936,untouched_bull_2024_03:-1:002,-1.0000000000000009,-0.031073581384748,2024-03-11 07:08:59.999000+00:00,STOP,False,CAUSAL_EPISODE_REPEAT,episode_locked_actual_exit
0.0061994574878442,True,38.38209733863748,561.1557438282449,275,4,BTCUSDT:2024-08-01T15:59:59.999000+00:00,-0.0068274477442498,-0.0041768974410345,-0.0100154221641337,-0.0018268594397433,-0.0406390567411747,-0.0018586596833331,-0.0290494579648479,-0.0059151786762443,0.0004446993613153,-0.0094544373197451,0.0031098515446778,-0.039615076194797,0.0042822012253355,-0.0260592872621587,63035.8,2024-08-01 16:15:59.999000+00:00,0.0021151786762443,-0.0042446993613153,0.0056544373197451,-0.0069098515446778,0.035815076194797,-0.0080822012253355,0.0222592872621587,direct,62892.6,62892.6,2024-08-01 16:00:59.999000+00:00,2024-08-01 16:00:59.999000+00:00,BTCUSDT:public_vectorized_no_ema:2024-08-01T15:59:59.999000+00:00,2024-08-01 15:59:59.999000+00:00,63918.1,2024-08-01 20:35:59.999000+00:00,public_vectorized_no_ema,0,-0.0163055749007037,480,1.827478398428153,0.0163055749007037,4,0.000479953212508,-0.043842995837348,-0.043842995837348,0.0098803356833713,0.0098803356833713,-0.0182055749007037,0.004401294543582,-0.0107178231390641,True,UNWIND,STOP,untouched_shock_2024_08,0.0182055749007037,True,-1.2510000000000028e-05,0.0163055749007037,-0.999999999999999,0.0030274477442498,0.0003768974410345,0.0062154221641337,-0.0019731405602566,0.0368390567411747,-0.0019413403166668,0.0252494579648479,-1,untouched,FORCED_UNWIND_ACCEPTED,impulse_origin,63918.1,BTCUSDT,-0.0541300178992231,True,two_r,60841.6,REJECTED_15,5.630201719143322,untouched_shock_2024_08:-1:000,-0.999999999999999,-0.0182055749007037,2024-08-01 20:35:59.999000+00:00,STOP,False,GLOBAL_SLOT_OCCUPIED,episode_locked_actual_exit
0.0225169049396513,True,65.36368685796243,112.49209016914848,480,4,ETHUSDT:2024-08-05T01:59:59.999000+00:00,0.0005726306114258,0.0215101589301665,0.0011465570884234,0.0129271531952168,-0.0012656602096342,-0.0085929320738597,-0.0099608620979818,-0.0512964084980027,-0.0106887518116582,-0.0095487327229664,-0.0020944218600868,-0.0107108452048498,-0.0162032627523065,-0.0466391212131924,2263.12,2024-08-05 02:15:59.999000+00:00,0.0474964084980027,0.0068887518116582,0.0057487327229664,-0.0017055781399131,0.0069108452048498,0.0124032627523065,0.0428391212131924,direct,2317.37,2317.37,2024-08-05 02:00:59.999000+00:00,2024-08-05 02:00:59.999000+00:00,ETHUSDT:impulse_only_2atr:2024-08-05T01:59:59.999000+00:00,2024-08-05 01:59:59.999000+00:00,2315.9,2024-08-05 10:00:59.999000+00:00,impulse_only_2atr,1,0.0006343397903657,480,1.8549748669993944,0.0900460435752599,3,0.0135912825096838,-0.0304785165942427,-0.0291709998834885,0.0720644523748904,0.0720644523748904,-0.0012656602096342,0.0050006051807685,-0.0393128147400858,True,UNWIND,TIME,untouched_shock_2024_08,0.0919460435752599,True,-0.00088329,0.0900460435752599,-0.0137652492746821,-0.0043726306114258,-0.0253101589301665,-0.0049465570884234,-0.0167271531952168,-0.0025343397903657,0.0047929320738597,0.0061608620979818,-1,untouched,FORCED_UNWIND_ACCEPTED,impulse_origin,2526.04,ETHUSDT,-0.1127529120366372,True,two_r,1900.03,PERSISTENT_15,13.578554274105558,untouched_shock_2024_08:-1:004,-0.0137652492746821,-0.0012656602096342,2024-08-05 10:00:59.999000+00:00,TIME,False,CAUSAL_EPISODE_REPEAT,episode_locked_actual_exit
0.012061973081266,True,19.3511447215593,62.969369295623885,313,4,ETHUSDT:2025-10-10T15:59:59.999000+00:00,0.0001680455262662,-0.0042899582732795,0.0238286324317337,-0.0052752063777743,0.0665040200073649,-0.0033315362310357,0.0739299617850548,0.0047467329555822,-0.0028828990168576,0.0247769498015955,-0.0019048658367173,0.0572904707453732,0.0028295932890379,0.0744814718669485,4110.29,2025-10-10 16:15:59.999000+00:00,-0.0085467329555822,-0.0009171009831423,-0.0285769498015955,-0.0018951341632826,-0.0610904707453732,-0.0066295932890379,-0.0782814718669485,direct,4100.49,4100.49,2025-10-10 16:00:59.999000+00:00,2025-10-10 16:00:59.999000+00:00,ETHUSDT:public_vectorized_no_ema:2025-10-10T15:59:59.999000+00:00,2025-10-10 15:59:59.999000+00:00,3746.0499999999993,2025-10-10 21:13:59.999000+00:00,public_vectorized_no_ema,0,0.0864384500388979,480,2.8145430386630417,0.0432216637523809,4,0.0086287555878991,-0.0086794505046958,-0.0086794505046958,0.1708308031479164,0.1708308031479164,0.0845384500388979,0.0026896527815924,-0.026112371264606,True,UNWIND,TARGET,untouched_cascade_2025_10,0.0451192250194489,True,-2.610000000000004e-05,0.0432192250194489,1.873668042889856,-0.0039680455262662,0.0004899582732795,-0.0276286324317337,0.0014752063777743,-0.0703040200073649,-0.0004684637689642,-0.0777299617850548,-1,untouched,FORCED_UNWIND_ACCEPTED,impulse_origin,4277.71,ETHUSDT,-0.1564975462892704,True,two_r,3746.0499999999993,MIXED_15,9.937434343339598,untouched_cascade_2025_10:-1:002,1.873668042889856,0.0845384500388979,2025-10-10 21:13:59.999000+00:00,TARGET,False,CAUSAL_EPISODE_REPEAT,episode_locked_actual_exit
0.0055538288299764,True,40.390894241809896,253.46807644205205,480,3,BTCUSDT:2022-11-08T04:59:59.999000+00:00,-0.0093339782228767,0.0026653492033567,-0.0067353977611446,0.0032665893886201,-0.0063124915291372,-0.005201725763142,-0.0394622258115468,-0.0120604688659688,-0.0012960023545671,-0.0118915542702122,-0.0092503442274716,-0.0101768151920764,-0.0093680725820899,-0.0303902618176232,19536.5,2022-11-08 05:15:59.999000+00:00,0.0082604688659688,-0.0025039976454328,0.0080915542702122,0.0054503442274716,0.0063768151920764,0.0055680725820899,0.0265902618176232,direct,19626.1,19626.1,2022-11-08 05:00:59.999000+00:00,2022-11-08 05:00:59.999000+00:00,BTCUSDT:public_vectorized_no_ema:2022-11-08T04:59:59.999000+00:00,2022-11-08 04:59:59.999000+00:00,19712.7,2022-11-08 13:00:59.999000+00:00,public_vectorized_no_ema,0,-0.0044124915291372,480,2.030235946173074,0.0262201863844573,3,0.0007942326490713,-0.0539536637436883,-0.0111535149622188,0.021710884994981,0.014832289655102,-0.0063124915291372,0.0043612456342341,-0.029705569131643,True,UNWIND,TIME,dev_ftx_2022_11,0.0281150911286501,True,-0.0001595099999999,0.0262150911286501,-0.224523246261316,0.0055339782228767,-0.0064653492033567,0.0029353977611446,-0.0070665893886201,0.0025124915291372,0.001401725763142,0.0356622258115468,-1,development,FORCED_UNWIND_ACCEPTED,impulse_origin,20140.6,BTCUSDT,-0.1556425527090088,True,two_r,18597.1,PERSISTENT_15,6.47569421778602,dev_ftx_2022_11:-1:002,-0.224523246261316,-0.0063124915291372,2022-11-08 13:00:59.999000+00:00,TIME,False,GLOBAL_SLOT_OCCUPIED,episode_locked_rejected15_exit
0.0182761175598913,True,46.86862909359106,0.0140594260806921,31,4,XRPUSDT:2022-11-08T18:59:59.999000+00:00,0.0230444307236355,0.0067441096567053,0.0119305754507285,0.0662649790071621,0.0470009632007902,0.0279839219560385,0.0400856754754259,-0.0026473841554559,0.0581398604882909,-0.0061351768809167,0.0464308420528151,0.0529081714000995,0.0205215246636769,0.0255040857000497,0.4014,2022-11-08 19:15:59.999000+00:00,-0.001152615844544,-0.0619398604882909,0.0023351768809167,-0.0502308420528151,-0.0567081714000995,-0.0243215246636769,-0.0293040857000497,direct,0.4049,0.4049,2022-11-08 19:00:59.999000+00:00,2022-11-08 19:00:59.999000+00:00,XRPUSDT:public_vectorized_no_ema:2022-11-08T18:59:59.999000+00:00,2022-11-08 18:59:59.999000+00:00,0.3545,2022-11-08 19:31:59.999000+00:00,public_vectorized_no_ema,0,0.1244751790565571,480,1.7923917985960471,0.0622375895282785,4,0.0114746093750001,-0.0153124228204495,-0.0153124228204495,0.1869597431464559,0.1869597431464559,0.1225751790565571,0.0102280186577345,-0.1238773686534848,True,UNWIND,TARGET,dev_ftx_2022_11,0.0641375895282786,False,8.993e-05,0.0622375895282785,1.9111285590568243,-0.0268444307236355,-0.0105441096567053,-0.0157305754507285,-0.0700649790071621,-0.0508009632007902,-0.0317839219560385,-0.0438856754754259,-1,development,FORCED_UNWIND_ACCEPTED,impulse_origin,0.4301,XRPUSDT,-0.1034084687595345,True,two_r,0.3545,PERSISTENT_15,4.246411496556182,dev_ftx_2022_11:-1:003,1.9111285590568243,0.1225751790565571,2022-11-08 19:31:59.999000+00:00,TARGET,False,GLOBAL_SLOT_OCCUPIED,episode_locked_rejected15_exit
0.0362621641146224,True,42.375015198309725,22.58860342959264,480,4,ETHUSDT:2023-03-09T20:59:59.999000+00:00,-0.0159586710483447,-0.0166669164412085,-0.0114046531722309,-0.0216458815530404,-0.0041097256257347,-0.0155549711744125,0.0017332988653909,-0.0042729925529911,-0.0068065110728019,0.0056656586101242,-0.0051942720147404,0.0118145010783156,-0.0107079900055138,0.0184798183962757,1432.79,2023-03-09 21:15:59.999000+00:00,0.0004729925529911,0.0030065110728019,-0.0094656586101242,0.0013942720147404,-0.0156145010783156,0.0069079900055138,-0.0222798183962757,direct,1411.94,1411.94,2023-03-09 21:00:59.999000+00:00,2023-03-09 21:00:59.999000+00:00,ETHUSDT:public_vectorized_no_ema:2023-03-09T20:59:59.999000+00:00,2023-03-09 20:59:59.999000+00:00,1415.06,2023-03-10 05:00:59.999000+00:00,public_vectorized_no_ema,0,-0.0022097256257347,480,3.359216085957391,0.0537416604104989,4,0.0245867097745814,-0.0252631131634488,-0.0252631131634488,0.0164312931144383,0.0022805501650211,-0.0041097256257347,0.0043550173257855,-0.0525956526865876,True,UNWIND,TIME,confirm_recovery_2023_03,0.0556416604104989,False,0.00473035,0.0537416604104989,-0.073860585672948,0.0121586710483447,0.0128669164412085,0.0076046531722309,0.0178458815530404,0.0003097256257347,0.0117549711744125,-0.0055332988653909,-1,confirmation,FORCED_UNWIND_ACCEPTED,impulse_origin,1487.82,ETHUSDT,-0.0797401923240631,True,two_r,1260.1800000000003,MIXED_15,7.929741957283943,confirm_recovery_2023_03:-1:002,-0.073860585672948,-0.0041097256257347,2023-03-10 05:00:59.999000+00:00,TIME,False,CAUSAL_EPISODE_REPEAT,episode_locked_rejected15_exit
0.0400923070348501,True,26.49185692362948,2.792898879688087,368,4,SOLUSDT:2024-03-11T00:59:59.999000+00:00,0.0068819887322739,-0.0026051231828831,-0.0034170832116579,0.003342127905072,-0.0657955562994565,0.010037236914267,-0.065154535224108,-0.0027754448398575,0.0040430604982206,-0.0125476868327403,0.0171106761565835,-0.066255871886121,0.0044843416370106,-0.062391103202847,140.5,2024-03-11 01:15:59.999000+00:00,-0.0010245551601424,-0.0078430604982206,0.0087476868327403,-0.0209106761565835,0.062455871886121,-0.0082843416370106,0.058591103202847,direct,140.401,140.401,2024-03-11 01:00:59.999000+00:00,2024-03-11 01:00:59.999000+00:00,SOLUSDT:public_vectorized_no_ema:2024-03-11T00:59:59.999000+00:00,2024-03-11 00:59:59.999000+00:00,144.497,2024-03-11 07:08:59.999000+00:00,public_vectorized_no_ema,0,-0.029173581384748,480,1.4665765487569131,0.0291735813847479,4,0.0066294980826103,-0.0727274022264796,-0.0727274022264796,0.02301265660501,0.02301265660501,-0.031073581384748,0.0060531668594574,-0.0510221997084059,True,UNWIND,STOP,untouched_bull_2024_03,0.0310735813847479,False,0.00020548,0.0291735813847479,-1.0000000000000009,-0.0106819887322739,-0.0011948768171168,-0.000382916788342,-0.007142127905072,0.0619955562994565,-0.013837236914267,0.061354535224108,-1,untouched,FORCED_UNWIND_ACCEPTED,impulse_origin,144.497,SOLUSDT,-0.2141046985154074,True,two_r,132.209,MIXED_15,4.158355684823936,untouched_bull_2024_03:-1:002,-1.0000000000000009,-0.031073581384748,2024-03-11 07:08:59.999000+00:00,STOP,False,CAUSAL_EPISODE_REPEAT,episode_locked_rejected15_exit
0.0061994574878442,True,38.38209733863748,561.1557438282449,275,4,BTCUSDT:2024-08-01T15:59:59.999000+00:00,-0.0068274477442498,-0.0041768974410345,-0.0100154221641337,-0.0018268594397433,-0.0406390567411747,-0.0018586596833331,-0.0290494579648479,-0.0059151786762443,0.0004446993613153,-0.0094544373197451,0.0031098515446778,-0.039615076194797,0.0042822012253355,-0.0260592872621587,63035.8,2024-08-01 16:15:59.999000+00:00,0.0021151786762443,-0.0042446993613153,0.0056544373197451,-0.0069098515446778,0.035815076194797,-0.0080822012253355,0.0222592872621587,direct,62892.6,62892.6,2024-08-01 16:00:59.999000+00:00,2024-08-01 16:00:59.999000+00:00,BTCUSDT:public_vectorized_no_ema:2024-08-01T15:59:59.999000+00:00,2024-08-01 15:59:59.999000+00:00,63918.1,2024-08-01 20:35:59.999000+00:00,public_vectorized_no_ema,0,-0.0163055749007037,480,1.827478398428153,0.0163055749007037,4,0.000479953212508,-0.043842995837348,-0.043842995837348,0.0098803356833713,0.0098803356833713,-0.0182055749007037,0.004401294543582,-0.0107178231390641,True,UNWIND,STOP,untouched_shock_2024_08,0.0182055749007037,True,-1.2510000000000028e-05,0.0163055749007037,-0.999999999999999,0.0030274477442498,0.0003768974410345,0.0062154221641337,-0.0019731405602566,0.0368390567411747,-0.0019413403166668,0.0252494579648479,-1,untouched,FORCED_UNWIND_ACCEPTED,impulse_origin,63918.1,BTCUSDT,-0.0541300178992231,True,two_r,60841.6,REJECTED_15,5.630201719143322,untouched_shock_2024_08:-1:000,-0.22942958208219233,-0.0041768974410345,2024-08-01 16:15:59.999000+00:00,REJECTED_15_EXIT,True,GLOBAL_SLOT_OCCUPIED,episode_locked_rejected15_exit
0.0225169049396513,True,65.36368685796243,112.49209016914848,480,4,ETHUSDT:2024-08-05T01:59:59.999000+00:00,0.0005726306114258,0.0215101589301665,0.0011465570884234,0.0129271531952168,-0.0012656602096342,-0.0085929320738597,-0.0099608620979818,-0.0512964084980027,-0.0106887518116582,-0.0095487327229664,-0.0020944218600868,-0.0107108452048498,-0.0162032627523065,-0.0466391212131924,2263.12,2024-08-05 02:15:59.999000+00:00,0.0474964084980027,0.0068887518116582,0.0057487327229664,-0.0017055781399131,0.0069108452048498,0.0124032627523065,0.0428391212131924,direct,2317.37,2317.37,2024-08-05 02:00:59.999000+00:00,2024-08-05 02:00:59.999000+00:00,ETHUSDT:impulse_only_2atr:2024-08-05T01:59:59.999000+00:00,2024-08-05 01:59:59.999000+00:00,2315.9,2024-08-05 10:00:59.999000+00:00,impulse_only_2atr,1,0.0006343397903657,480,1.8549748669993944,0.0900460435752599,3,0.0135912825096838,-0.0304785165942427,-0.0291709998834885,0.0720644523748904,0.0720644523748904,-0.0012656602096342,0.0050006051807685,-0.0393128147400858,True,UNWIND,TIME,untouched_shock_2024_08,0.0919460435752599,True,-0.00088329,0.0900460435752599,-0.0137652492746821,-0.0043726306114258,-0.0253101589301665,-0.0049465570884234,-0.0167271531952168,-0.0025343397903657,0.0047929320738597,0.0061608620979818,-1,untouched,FORCED_UNWIND_ACCEPTED,impulse_origin,2526.04,ETHUSDT,-0.1127529120366372,True,two_r,1900.03,PERSISTENT_15,13.578554274105558,untouched_shock_2024_08:-1:004,-0.0137652492746821,-0.0012656602096342,2024-08-05 10:00:59.999000+00:00,TIME,False,CAUSAL_EPISODE_REPEAT,episode_locked_rejected15_exit
